userName,score,at,content
A. Yonan Rangga P.,1,9/4/2021 1:51,"Aplikasi bangst, bisa bisanya akun saya hilang, saya player lama karakter udah bagus, trus saya mau nostalgia, eh pas coba login eror2 trus, ujung2nya pas berhasil login, akun lama saya hilang, apk apaan ini, kacau, kalau buat apk yg serius, jangan mau cari player baru, pentingkan juga player lama, kenapa akun player lama malah hilang adeh"
Nizam Zain,5,9/3/2021 3:31,"Game nya cukup bagus dan menarik, membuat kita bernostalgia kembali ke masa kecil. Tetapi mungkin game nya masih butuh sedikit perhatian seperti pendant yang terlalu op sampai karakter nya yang terlalu op. Jika ingin membuat game nya terasa seru dan lebih kondusif sebaiknya karakter dan pendant yang terlalu op harus di nerf dan dice controll di tambahkan"
DR Laundry,2,9/2/2021 9:01,"Saya bermain libe getrich dari awal peluncuran, dari karakter c di combain jdi B lalu jdi A dan seterusnya, kini malah gak wajar, karakter yg bagus harus di beli, dan lawan2 nya pendant nya bagus2 sampe baru sekali jalan, musuh sudah menang line monopali karna pendant yg keluar terus, musuh sampe gak di kasih kesempatan buat jalan . Gak ngotak"
Erriina Diaries,1,9/2/2021 6:18,"Bug parah min... Tolong diperbaiki demi kenyamanan bermain,. Akun saya terjebak bug family dimana saya adalah master tp tdk punya akses tombol master, sdangkan mau keluar juga gak bisa, mau mindahin master ke yg lain jg gak bs krna gak ada tombol tangnya. Tampilannya persis kayak member biasa. Tolonglah min sgera diperbaiki. Klo bs hapus saja family saya namanya TarekSiS"
Marco Setiawan,1,9/2/2021 3:55,"Saya main dari 2014 sampai vakum 2019 dari dulu event masih wajar di bawah 3k dm udah dapet kartu terbaru atau pendant. Baru install lagi baru"" ini masa karakter terbaru pada ngotak mana pendantnya banyak versi upgrade lagi main di economy isinya pro player semua sering lose streak..woi dev dulu enak masih ada platinum sekarang mau dapet diamond susah mau belipun juga mahal ga ngotak harganya kalopun ada obralan kartu atau pendant dapetnya yg ga guna semua ga kayak dulu. Get rich bangkrut aja🖓"
Rahasia yo,3,8/31/2021 8:55,"Hi developer, Ini game dulu sangat sulit untuk cari uang dan dapet kartu langka, sekarang baru main dah di kasih s+ gmn mau seru kalau pemain baru dimanjain terus, + grafiknya kalo bisa di hd in, bikin males liat nih game, efek visualnya kebanyakan, jumlah peminat/pemainnya sedikit, lawan bot mulu gw, terus botnya kasih kartu yang lebih tinggi/setara, semoga gane ini belum mati dan bisa di kembangin ngikutin jaman, nanti gw bantu promot sekalian konten deh ya, wkwkwk"
Kharisma Yoga Pratama,1,8/17/2021 2:45,"Pantesan rating game nya turun padahal duku hype2 nya ya kali baru turn pertama udah bangun 4 landmark musuhnya, turn 2 udah line, ya gimana mo main pendant dan kartu sama, yang musuh aktif terus punyaku mah ga aktif pantesan banyak yang unnistal dan drop rantingnya, jadi aneh gamenya"
Muhammad Iqbal,1,8/15/2021 20:40,Terlalu Pay to Win. Semakin anda sering gatcha maka semakin besar anda bisa menang dengan mudah. Apalagi masalah pendant. Ketemu musuh terlalu overpower pendant nya gak dikasih kesempatan jalan. Musuh habis jalan lanjut terus karena pendant tersebut. Gak masuk akal pemain gratisan gak mungkin bisa menyamai pendant mereka.
F.aa.Azzuera.z,1,8/12/2021 8:12,"Dan pada akhirnya sungguh mengecewakan, padahal ku pemain lama. Udah karakter dan pendant susah di dapat ditambah sering disuruh restart game padahal lagi main 😃, tiba² ngebug game nya gk jalan padahal hp ku cukup mumpuni buat getrich doang. Sering ke logout sendiri. Banyak deh yg bikin kesel pkknya"
Chev Rian,2,8/11/2021 18:22,"Sorry saya hapus lagi. Saya pemain cukup lama, dari waktu susah dapat kartu s+, sebenar nya suka waktu dulu, karna lawan seimbang. Tapi sekarang2 tambah aneh, dapat lawan gak seimbang, dari skil pendant nya gak ngotak, skil kartu juga gak ngotak lagi. Saya gacha pendant 5000 diamod gak dapet2, dapat nya yang ampas nya lagi. Itu2 lagi. Libur dulu saya mainin ini game. Naik darah gua.."
Adhitya Hendri,1,8/7/2021 22:44,"Masih inget tahun 2014-2017an main nih game, masih seru bgt. Mabar bareng temen, dll. Tp skrg coba main lagi ternyata malah berubah jadi game p2w, permainannya kyk gak logis, pendant lawan bisa kuat bgt. Skip lah klo gitu, mending balik main pou aja wkwk"
YoIIky Tenkai,1,7/22/2021 23:01,"Game ini sudah rusak, karena ketidakmampuan pengembang menghadirkan keseimbangan dalam permainan. Saran saya untuk kedepannya game ini bisa seperti awal dibuat dulu. Itu lebih seru, dan pasti banyak menarik minat para Players baru.."
RUDAL GHAIB,1,7/21/2021 14:52,"Padahal ini game yg paling aku suka karena seru, tapi sekarang ga sama sekali,, sampah banget,, masa card biasa lawan card pro,, bahkan belum dapat giliran main, lawan udah menang,, ga masuk akal banget sekarang get rich bener"" ga bagus,, apalagi kalo ada event, dulu setiap event pasti ada untungnya sekarang malah buntung,, kalo kalian baru mau download please ga usah, ga rekomen banget pokoknya, apalagi kalo kalian main hanya untuk senang"" kaya aku,, niatnya ngilangin stress ini malah nambah"
Muhammad Bayu Naufal Hasdiansyah,1,7/19/2021 15:17,Matchmaking diperbaiki. Sangat disayangkan pemain baru / comeback yang belum seberapq chara atau pendantnya ketemu sama chara yang top beserta pendantnya yang top juga.. kalo gini caranya game sangat tidak ramah untuk pemula ataibyang balik main.. maaf atas bintang satunya.. ada pengalaman ada penilaian seginilah penilaian UX dari saya
Arifai Bams,1,7/18/2021 13:58,"Terlalu banyak item, map dan embel2 yg nga jelas.. Padahal banyak pemain lama yg mau game ini lebih natural seperti dulu awal2 release.. Gameplay sekarang asli rusak banget.. Masa cuma main kurang dari 1 mnt udah bisa bangkrut atau bankrutin orang... Padahal kan seruh klau ada lategamenya.."
Farhan Bramas,1,7/4/2021 6:13,"Game bobrok, niat mau main lagi buat nostalgia dan seru""an, eh malah kebalikannya....pendant sama karakte abilitynya kagak ngotak,..... Seruan yg dulu, ability masih pada logis, gak kaya sekarang ini."
Priscila Dwi Ayu Lafau,2,6/25/2021 22:49,"Saya yakin getrich akan banyak lagi yg main klo skill karakternya tidak terlalu berlebihan, kasihan untuk player yg ga punya kartu karakter yg bagus.. main banyak diam dan kalah.. jelas banyak yg uninstal.. saya pun sudah uninstal, menunggu game ini kembali seperti dulu semua karakter memiliki kelebihan yg berbeda namun adil :)"
najib mini,1,6/7/2021 13:54,"Aslinya gamenya bagus,tapi mikirlah presentase tuh di sesuaikan jangan yang 38% aktif terus sedangkan 80% nggak ke pake sama sekali,terus kalau masalah bug yang merugikan player nggak pernah di perbaiki kalau yang merugikan developer auto di fix aslinya seru tapi terlalu di setting nih game jadi ampasss banget"
Beton Brader,1,6/4/2021 14:55,"Tolong game ini dibuat lg menjadi menarik seperti tahun awal rilis, krn dulu masih sangat asik untuk bermain, tapi sekarang terlalu parah. Rate gacha buruk, card & pendant jaman sekarang terlalu OP, kalian memberatkan para pemain lama yg mau kembali memainkan game ini. 1 turn langsung kalah, apa-apaan coba. Dulu bisa sampe menghabiskan 30 turn loh, sampe batas turn habis. Dimana elemen ""FUN"" yang seharusnya selalu ada di dalam game? Apakah ""FUN"" hanya bisa didapat ketika menang?"
dhio pakaya,1,6/3/2021 20:13,"Masa tiap main lawannya ga seimbang, harusnya di pertemukan dengan lawan yg seimbang dong... Udah ga bisa main random 3 dan 4, 2vs2 random, pokoknya gamenya udah nga seru kayak dulu lagi.. ga bisa pilih pendant dengan sendirinya, mesti dipilihin, seidikit sedikit minta update, terus yg begitu saja ga bisa di perbaiki, gimana bisa banyak peminatnya kalau kayak gini.."
Enrico Rizky,1,5/25/2021 14:39,"Buruk. Benar benar buruk. Dadu yg terlalu sering ngelawak, lawan yg tidak sepadan dengan skill pemain, dan karakter (+pendant) yg semakin menjadi-jadi. Tidak ada variasi, hanya karakter yg selalu sama di setiap match. Makin kesini gim ini bukan menyajikan sesuatu yg menyenangkan, tetapi membuat pemain menjadi lebih stress dan akhirnya membuat niat bermain turun. Perlu dipertimbangkan kembali untuk update mendatang."
M Guntur Hadi Saputro,1,5/24/2021 14:05,Gamenya sangat bagus menurut saya menarik sekali tapi tolong knapa sih sering muncul iklan dalam pertandingan? Sangat mengganggu sekali menurut saya. Anda mengutamakan kepuasa player atau hanya untuk menarik iklan sih makin gak jelas ini game.
raka g,1,5/24/2021 13:16,"10 k diamond habis tak bersisa dan gak dapat kartu event . Saran aja buat yg mau download ni game ,mending gak usah ,udah ni dead game(cari musuh lama dan yang on juga dikit), %kecil bnget untuk dapat kalo event."
Michico Octavian,1,5/22/2021 22:11,"Parah banget!!! Saya kecewa sudah habis diamond dan star candy yang banyak tapi tetap di persulit untuk mendapatkan satu kartu yang tersisa!!! Saya dapat star candi dan diamond itu dengan susah payah,bisa bisa nya admin mempermainkan! Kembalikan aja diamond dan star candy saya kalau curang gini,kalau gak niat ngasih event jangan di adain deh. Gak masuk akal masak kartu yang keluar itu lagi itu lagi! Ini bukan sekali dua kali terjadi tapi sudah sering lho min!!! Tolong di baca!!"
Diwa Cetta,1,5/17/2021 14:46,"Agak lama nunggu match, kadang kalo ketemu player asli malah dapat musuh yang tidak imbang, musuh lebih kuat, memiliki character dan pendant bagus untuk dilawankan dengan kita yang akunnya masih baru, terutama di mode champion league, lebih baik kasih lawan bot saja untuk pemain baru"
Depe Marley,1,5/17/2021 2:12,"Akun2 lama begitu main ketemu dpt pendant ampas, diamond abis gk sebanding sm yg di dpt, event kurang 1 card susah dpt nya, giliran dpt yg ude pernah punya card nya, itupun sampe double 2x dpt yg sama.. algoritma dadu gk jelas walaupun pake settingan dice control tinggi, akun2 baru naek skill gk kira2 aktif pendant nya, Fix deleted.. KECEWA BERAT sama GM, Modal boleh beli2 event tp seimbangkan antara skill, pendant, akun lama -akun baru, dan pembagian bonus event ini"
Taufik Hidayat,1,5/6/2021 20:07,"Tolong player pengguna MOD/cheat di brantas. Apa-an def aktif masih kena tarik musuh. Skil/pendan musuh aktif berturut turut di turn yg sama Skill musuh punya rate aktivasi rendah tapi aktif nya kok berturut-turut? Tolong user hero chalawan dan naomi valentine di cek/di tinjau lagi,soalnya rata rata user mereka user MOD,skill dan pendant nya aktif terus. Sungguh aslinya saya gak rela kasih 1bintang pun,tapi berhubung gak bisa di post kalo gk kasih bintang ya tak anggep ongkos posting"
Baiq Frizka Damayanti,1,5/6/2021 9:01,"Game ga berimbang, kalah terus, maen cuman jadi kalah terus, yg menang cuman yg kartu dan pendant yg bagus2 aja, ga berimbang sama sekalii, yg baru maen cuman punya beberpa kartu dan pendant jelek ga bakal menang, pantesssss banyak yg berenti maen. Keseell!!!!! Hapusss ahh . . Game lain makin kesini makin seru ini kok makin minta di hapus ajaaa!!!! Perbaiki dong!!!!! Tolong biar berimbang lahhh!!! Nunggu lama ga dapet maen gara2 line habis diborong musuh yg kartu dan pendantnya bagus2 aja"
Syuha Arfah,3,5/3/2021 10:40,"Tampilan game sudah berubah. Makin kesini kok setiap menang, tidak ada tambahan koin kemenangan. Yang biasanya selalu 200.000 koin didapat, sekarang malah 0. Map yang muncul pun hanya beberapa. Padahal kalau dipantau dari awal terbitnya game ini, ada banyak map yg bisa ditampilkan, terhitung dari awal sampai sekarang. Lalu, kenapa fitur penggunaan double kartu dihilangkan? Nyatanya seru banget kalau bisa main dua kartu untuk couple campion."
Albertus Ananta Hidayat,2,5/1/2021 17:28,"Pengalaman bermain tidak se asik dulu, permainan selalu ketemu pemain yang tidak imbang walau udah memilih Class, animasi lemot dan harus menunggu animasi ui selesai sebelum bisa dimainkan. Tampilan ui terlalu rumit, tidak seperti dahulu."
Anjeliin,3,4/28/2021 16:50,"Pilihan map seperti dl mana ya.. Ko g ada. Ak pemain lama suka bgt game ini, dpt A+ sng bgt. Dan lama g memainkan akhirnya unistall dan skg install lg tp smua beda, map yg dl d suka udh g ada, map zombi, map pasar malam smua nya g ada, klo gt ak unistall lg deh."
Adeddy Hermawan,3,4/24/2021 11:35,"game nya menarik sebenernya tapi terlalu banyak update/pembaruan, kadang juga ditengah-tengah game terjadi lag, jaringan hilang dan harus restart game..mohon untuk developer diperbaiki lagi celah-celahnya.. terimakasih (salam dari kami yang sudah memainkan game ini sejak 2015)"
Trip Addict,1,4/18/2021 19:17,"Game ini sebenar nya sangat bagus.. Untuk pertama rilis,tp untuk sekarang skil dan pendan terlalu op....jd susah mau menang kalo kita new player....bahkan 1x maen bisa cuma 1x jlan kita udah kalah..... Tolong lah untk deplover kembalikan game ini ke semula..permainan lebih adil dan mengasyikan...skil & pendan juga masih masuk d akal skill nya..ga kaya sekarang...."
Alwis,5,4/16/2021 4:21,"Mohon maaf, saya sebagai player jaman dulu dn ingin mencoba nostalgia di lgr, ingin berpesan kalau game ini sudah terlalu senjang antara (player aktif/player top up) dengan player pemula. Se akan2, mau sekeras apapun player pemula yg baru mau mencoba kembali bermain game ini tidak dapat mengikuti permainan nya. Kalaupun pemula bisa mulai menang ttp membutuhkan waktu berminggu dn kebanykan mereka tdk punya waktu untuk selalu bermain setiap harinya. Maka mnurutku buatlah LGR 2 , atau rombak gm ini"
cahya irawan,2,4/15/2021 20:50,"Mohon diperbaiki bug keluar aplikasi, akhir2 ini saya dan teman2 saya sering terjadi bug keluar aplikasi, blum juga maen sudah keluar, saya harap segera diperbaiki. Masih sering cres, keluar sendiri parah..mohon secepatnya diperbaiki"
Ryza Hermawan,1,4/7/2021 17:45,"Makin ga masuk akal ketika pemain lama baru mulai lagi ,ketemu player yang pake hero card dan pendant baru ga seimbang skill effectnya ... Baru mulai main udah bisa menang nge-line gara2 card & pendant baru skill effectnya bertubi2 ke area yg diinginkan tanpa kocok dadu .. gue sebagai pemain lama pas baru main jadi lose streak .. auto uninstall lagi game sialan bgini , seharusnya sistem bisa seimbangin level karakter pemain dong"
SD Chann,5,3/30/2021 14:24,"Saya harap fitur² yang dulu dikembalikan,seperti fitur pembuatan room yang dulu karena bisa mengundang teman dengan mudah dan bisa mengatur permainan team atau solonya di room. Kalau sekarang nyari musuh aja susah dan lama pas ketemu malahan gak sebanding dengan level pemula."
Enggal Syawlawanda,1,3/30/2021 13:45,"Knp pas masuk ga bisa mlah tulisannya ""Terhubung ke server"" ini dri kmren mlem biasanya engga kek gni WiFi udh full bngt kuat ga eror sama sekali ga ad yg rusak tlong di perbaiki lagi🙏 klo blom aku hapus ya ga mau main lagi dan ini terjadi lagi kenapa mau masuk selalu eror alasan karena koneksi?? tlong respon saya sudah matikan data hp dan mengganti wifi/pw tp ttp aj g bisa"
karim buluk,1,3/30/2021 6:49,"Gameny makin aneh,ga kaya dulu,skrg baru instal aja uda dapat karakter s uda gitu pendant nya gampang2,klo dlu kan dapat A+ aja bahagia bngt,berusaha bngt buat dapetin pendant yg bagus,klo skrg dimanja para pemainnya,uda gitu eventnya aneh2"
Gurih Bligo,1,3/28/2021 2:47,"Persentase nggak ada gunanya Masak 50% bisa menang dari 75% Spam skil mulu Pendan yang gue pake gak keluar(gak guna) Baru datang dah bikin landmark terus sampek kelar itu game. Jadi ini game untuk 1 orang,player musuh hanya jadi tumbal.player gratisan seperti saya bakal kalah sama player full top up,even baru top up even baru top up Khususin aja ini game untuk orang kaya top up.mungkin beberapa dari kalian player gratisan tapi sekali gacha dapat nya bagus berarti keberuntungan anda di tingkatkan"
Dewi Ip,1,3/27/2021 8:28,"udah lama ga main. pas donlod lg, udah gak kayak dulu ini game. gak ngotak karakter2 ama pendant nya. org yg baru donlod lagi, susah bersaing. ikut event gatcha dapat sampah terus. harus nya pengguna lama pas login lg, dikasih bonus yg bisa bersaing lah. masa main kalah terus bikin emosi pen delete."
Erlangga Tri Pradika,1,3/27/2021 4:17,Game gk sesuai dengan yg di rencanakan sistemnya sangat jelek lempar dadu di angka 12 malah dapat 3 musuh nya auto dan udah terlihat menang malah di beri kekalahan di akhir padahal lemparan dadunya udah aku jauh in tapi kyak di atur untuk kalah
Yuniar Amalia,1,3/17/2021 15:38,"Tolong untuk pendant"" nya di nerf lagi ya.. Saya udah lose 8× dikarenakan pendant musuh yang terlalu op 😾 itu saja yang membuat saya kecewa di game ini. Tolong banget ya dev. Aku sampai di usir dari family di karenakan beban tim 🙂 Kalau bisa reset aja semua player, buat lah game get rich seperti dulu. Terimakasih"
